code;name;city;state;type;uf_code;capital;region
SSBQ;Fazenda Brusque;Santa Cruz do Xingu;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNCK;Porto Cajueiro;Januária;Minas Gerais;Privado;31;FALSE;Sudeste
SDRX;Fazenda do Cedro;Chapada;Rio Grande do Sul;Privado;43;FALSE;Sul
SJGT;Fazenda Três Pontes;Três Lagoas;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIAN;Clube CÉU;Rio de Janeiro;Rio de Janeiro;Privado;33;FALSE;Sudeste
SWQK;Pista Aldeia Kubenkrankenh;Ourilândia do Norte;Pará;Privado;15;FALSE;Norte
SDWR;Fazenda Rio Preto;São Félix do Araguaia;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDIN;Fazenda Piúna;Anaurilândia;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWLP;Fazenda Rosa Paralelo 10;Rondolândia;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNKJ;Fazenda Rio Dourado;Cumaru do Norte;Pará;Privado;15;FALSE;Norte
SWMG;Margom;Água Fria de Goiás;Goiás;Privado;52;FALSE;Centro Oeste
SIVY;Fazenda Vale do Boi II;São Félix do Araguaia;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNZU;Fazenda Nova Conceição;Tomé-Açu;Pará;Privado;15;FALSE;Norte
SNXH;Itapicuru;Codó;Maranhão;Privado;21;FALSE;Nordeste
SSWQ;Fazenda Guanandi;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJPK;Fazenda Campo das Princesas;Timon;Maranhão;Privado;21;FALSE;Nordeste
SDPC;Atena;Rancharia;São Paulo;Privado;35;FALSE;Sudeste
SWDD;Fazenda Colibri;Santo Antônio do Leverger;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSWH;Dr. Emílio Fehr (ex-Fazenda Agropecuária Rossignolo);São Carlos;São Paulo;Privado;35;FALSE;Sudeste
SISS;Vô Amantino;Cláudia;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNML;Manduca Leão;Rio Largo;Alagoas;Privado;27;FALSE;Nordeste
SDGY;Fazenda Anhangaí;Araçatuba;São Paulo;Privado;35;FALSE;Sudeste
SITF;Fazenda Tereré;Antônio João;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNKV;Fazenda Campo Verde;Cutias;Amapá;Privado;16;FALSE;Norte
SSXW;Fazenda São Paulo;Ivinhema;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJNC;Uraricoera;Alto Alegre;Roraima;Privado;14;FALSE;Norte
SSAU;Centeno;Tapes;Rio Grande do Sul;Privado;43;FALSE;Sul
SIMJ;Capinópolis - Aviação Agrícola Buttarello LTDA;Capinópolis;Minas Gerais;Privado;31;FALSE;Sudeste
SDMK;Fazenda Tropical;Brasilândia;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNYF;Fazenda Fortaleza;Brasilândia;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNDS;Fazenda São Martinho;Ilha Solteira;São Paulo;Privado;35;FALSE;Sudeste
SNDG;Aldeia;Borba;Amazonas;Privado;13;FALSE;Norte
SIZI;Fazenda Agrícola Godoy;Catalão;Goiás;Privado;52;FALSE;Centro Oeste
SJMJ;Pedra Branca;Uiramutã;Roraima;Privado;14;FALSE;Norte
SDRP;Onkiola;Amajari;Roraima;Privado;14;FALSE;Norte
SJNW;Fazenda Nhandu;Novo Mundo;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSXR;Fazenda Nobel Pará;Santana do Araguaia;Pará;Privado;15;FALSE;Norte
SWGU;Fazenda São Gabriel;Brasnorte;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNHD;Fazenda Floresta do Lobo;Uberlândia;Minas Gerais;Privado;31;FALSE;Sudeste
SNNY;Fazenda Tapyratynga;Pimenteiras do Oeste;Rondônia;Privado;11;FALSE;Norte
SIAX;Fazenda HJ;Unaí;Minas Gerais;Privado;31;FALSE;Sudeste
SJOD;Jordão;Jordão;Acre;Privado;12;FALSE;Norte
SDGM;Fazenda Mucambo;Baldim;Minas Gerais;Privado;31;FALSE;Sudeste
SNIN;Nova Era;Pantano Grande;Rio Grande do Sul;Privado;43;FALSE;Sul
SWEW;Fazenda Felicidade;Porto Esperidião;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDYT;Tucuxim;Amajari;Roraima;Privado;14;FALSE;Norte
SNKZ;Fazenda São Marcos;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDTZ;Fazenda Fortaleza;Santa Filomena;Piauí;Privado;22;FALSE;Nordeste
SSGJ;Fazenda Poleiro Grande;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNIF;Clube de Voo Floresta;Visconde do Rio Branco;Minas Gerais;Privado;31;FALSE;Sudeste
SJNL;Fazenda Reata;Campo Novo do Parecis;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIXZ;COLNIZA;Colniza;Mato Grosso;Privado;51;FALSE;Centro Oeste
SBOS;Fazenda Santo Augusto;Brasnorte;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSZW;Usina Coruripe - Filial Limeira do Oeste;Limeira do Oeste;Minas Gerais;Privado;31;FALSE;Sudeste
SWZC;Fazenda Corixo;Porto Esperidião;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNTB;SANTA COLOMBA AGROPECUÁRIA;Cocos;Bahia;Privado;29;FALSE;Nordeste
SDSJ;Executivo;Cascavel;Paraná;Privado;41;FALSE;Sul
SJIL;Brigadeiro Fábio Pereira da Silveira;Tupaciguara;Minas Gerais;Privado;31;FALSE;Sudeste
SWSZ;Fazenda Santa Luzia;Nova Bandeirantes;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSPW;Fazenda São Paulo;Costa Rica;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSNE;Santa Maria;Barão de Melgaço;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJZW;Fazenda Regina;Itatinga;São Paulo;Privado;35;FALSE;Sudeste
SIZA;Fazenda Serra Azul;Planalto da Serra;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSOX;Fazenda Olho D'Água;Pedro Gomes;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SBQS;Santa Rosa;Campo Verde;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIXD;Fazenda da Paz;Sant'Ana do Livramento;Rio Grande do Sul;Privado;43;FALSE;Sul
SDWU;Fazenda Anahí;Porto Murtinho;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSXS;Sidel;Araci;Bahia;Privado;29;FALSE;Nordeste
SIJA;Maca Aero;Tailândia;Pará;Privado;15;FALSE;Norte
SSVS;Fazenda Sucuri;Rio Brilhante;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNMU;Mucuri;Mucuri;Bahia;Privado;29;FALSE;Nordeste
SWZS;Fazenda Nova Larga;Cáceres;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSDP;Fazenda Fortaleza do Guaporé;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSYD;Nova Ponte;Nova Ponte;Minas Gerais;Privado;31;FALSE;Sudeste
SJDN;Fazenda Campo Alegre;Aquidauana;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJCY;Estância Santa Genoveva;Cuiabá;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWAD;Fazenda Santa Adelaide;Bom Jesus de Goiás;Goiás;Privado;52;FALSE;Centro Oeste
SING;Fazenda São João;Nova Granada;São Paulo;Privado;35;FALSE;Sudeste
SIBN;Savana;Jaru;Rondônia;Privado;11;FALSE;Norte
SSGZ;Fazenda Santa Helena do Pindó;Naviraí;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSKT;Aeroclube de Santa Catarina;São José;Santa Catarina;Privado;42;FALSE;Sul
SSJY;Fazenda São João;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJFQ;Fazenda Quatrirmãs;Botucatu;São Paulo;Privado;35;FALSE;Sudeste
SWMQ;Fazenda Muiraquitã;Aripuanã;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJEC;Mirim Aviação Agrícola;Pelotas;Rio Grande do Sul;Privado;43;FALSE;Sul
SJEX;Fazenda Vitória;São Desidério;Bahia;Privado;29;FALSE;Nordeste
SDMF;Fazenda Damaro;Miranda;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJTN;Fazenda Triunfo;Candeias do Jamari;Rondônia;Privado;11;FALSE;Norte
SDRD;Fazenda Andorinha;Estrela do Norte;Goiás;Privado;52;FALSE;Centro Oeste
SNRO;Fazenda Liberdade;Querência;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWBB;Castelli Fazenda Sobradinho;Correntina;Bahia;Privado;29;FALSE;Nordeste
SSVU;Fazenda Serra do Cabral;Francisco Dumont;Minas Gerais;Privado;31;FALSE;Sudeste
SNET;Fazenda Estrela;Sidrolândia;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIOB;Fazenda Guanabara;Andradina;São Paulo;Privado;35;FALSE;Sudeste
SNYK;Isaias Luiz Pereira;Nova Ubiratã;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJCJ;Fazenda Carajás;Sapezal;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSJV;Fazenda Piratininga;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWLN;Fazenda Laranjeiras;Currais;Piauí;Privado;22;FALSE;Nordeste
SJTC;Fazenda Itaguassu;Antônio João;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJOY;Jorge Luiz Stocco;Palmeira;Paraná;Privado;41;FALSE;Sul
SWJO;Fazenda São José;Poxoréu;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWYO;Usina Branco Peres;Adamantina;São Paulo;Privado;35;FALSE;Sudeste
SDER;Fazenda Entre Rios;Sud Mennucci;São Paulo;Privado;35;FALSE;Sudeste
SJHZ;Arara Azul;Barão de Melgaço;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNFP;Fazenda Pirapó;Sorriso;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWUQ;Surucucu;Alto Alegre;Roraima;Privado;14;FALSE;Norte
SIGG;FSA;Nova Maringá;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNPF;Fazenda Retiro da Matão;Porangatu;Goiás;Privado;52;FALSE;Centro Oeste
SNFA;Fazenda Santo Antônio;Unaí;Minas Gerais;Privado;31;FALSE;Sudeste
SJFW;Fazenda São Francisco;São Francisco de Goiás;Goiás;Privado;52;FALSE;Centro Oeste
SSOQ;Fazenda Barranco Alto;Aquidauana;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWGW;Fazenda Santa Rita do Araguaia;Jussara;Goiás;Privado;52;FALSE;Centro Oeste
SSZP;Fazenda Santa Adriana;Jateí;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNCF;Fazenda Colonial ;Verdelândia;Minas Gerais;Privado;31;FALSE;Sudeste
SIYO;Fazenda Goiás Barreiro;Montividiu;Goiás;Privado;52;FALSE;Centro Oeste
SIID;Fazenda Dona Chica;Osório;Rio Grande do Sul;Privado;43;FALSE;Sul
SSBF;Fazenda JL;Aparecida do Taboado;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJLF;Homoxi;Iracema;Roraima;Privado;14;FALSE;Norte
SJUA;Fazenda ABC;Buritis;Minas Gerais;Privado;31;FALSE;Sudeste
SIMB;Manuel Urbano;Manoel Urbano;Acre;Privado;12;FALSE;Norte
SWQP;Rio Vermelho Açúcar e Álcool;Junqueirópolis;São Paulo;Privado;35;FALSE;Sudeste
SWOO;Fazenda San Diego;Campo Verde;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSFM;Fazenda Montani;Baixa Grande do Ribeiro;Piauí;Privado;22;FALSE;Nordeste
SILJ;Do Gaúcho;Laranjal do Jari;Amapá;Privado;16;FALSE;Norte
SJBR;Fazenda Santa Rita;Figueirópolis;Tocantins;Privado;17;FALSE;Norte
SWWT;Sílvio Gonçalves de Mello;Morada Nova de Minas;Minas Gerais;Privado;31;FALSE;Sudeste
SNFB;Fazenda Cachoeira do Bambuzal;Itaguari;Goiás;Privado;52;FALSE;Centro Oeste
SIOS;Fazenda Santa Josefa;Jateí;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWDU;Destilaria Tabu;Caaporã;Paraíba;Privado;25;FALSE;Nordeste
SNJC;Cialne Umirim;Umirim;Ceará;Privado;23;FALSE;Nordeste
SNYX;Fazenda Fenix;Carangola;Minas Gerais;Privado;31;FALSE;Sudeste
SIVV;Fazenda Borereo;Barão de Melgaço;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWVY;Fazenda Floresta Negra;Sete Quedas;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDDX;Fazenda Paiquerê;Populina;São Paulo;Privado;35;FALSE;Sudeste
SNWE;Clube Estância Ouro Verde ;Santa Rita;Paraíba;Privado;25;FALSE;Nordeste
SWGC;Agricenter;Ponta Porã;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNLY;Lagoa da Prata;Lagoa da Prata;Minas Gerais;Privado;31;FALSE;Sudeste
SSWE;Fazenda Fortaleza;Boa Vista do Incra;Rio Grande do Sul;Privado;43;FALSE;Sul
SDNC;Fazenda Barra do Cupim;Dom Aquino;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJSX;Fazenda Montana;Matrinchã;Goiás;Privado;52;FALSE;Centro Oeste
SIMZ;Fazenda Primeiro de Maio;Sonora;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJMD;Paapiú Novo;Iracema;Roraima;Privado;14;FALSE;Norte
SDQG;Fazenda Nova Floresta;Caiabu;São Paulo;Privado;35;FALSE;Sudeste
SNME;Costa dos Coqueiros;Mata de São João;Bahia;Privado;29;FALSE;Nordeste
SIJS;Fazenda Tonga;Paragominas;Pará;Privado;15;FALSE;Norte
SDKP;Fazenda Pirangi;Nova Andradina;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIHI;Fazenda Itaipavas;Piçarra;Pará;Privado;15;FALSE;Norte
SJHU;Fazenda Brasilândia do Guaporé;Comodoro;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNZG;Fazenda São Benedito;Capão Bonito;São Paulo;Privado;35;FALSE;Sudeste
SWZE;Fazenda Tamboril;Pontes e Lacerda;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNHR;Aero Roça;Luziânia;Goiás;Privado;52;FALSE;Centro Oeste
SWVX;Fazenda Guariba;Aripuanã;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIQI;Aerolis;Mostardas;Rio Grande do Sul;Privado;43;FALSE;Sul
SDEN;COSTA ESMERALDA;Porto Belo;Santa Catarina;Privado;42;FALSE;Sul
SJOO;Dr. João Osmar de Oliveira;Nova Lacerda;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJVS;Fazenda Boa Vista;Santa Fé;Paraná;Privado;41;FALSE;Sul
SWUV;Fazenda Progresso;Sebastião Leal;Piauí;Privado;22;FALSE;Nordeste
SJJK;Fazenda Taquaral;Alta Floresta;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNDD;Condomínio Aeronáutico Santos Dumont;Elias Fausto;São Paulo;Privado;35;FALSE;Sudeste
SIYR;Fazenda Rosa de Maio ;Itaituba;Pará;Privado;15;FALSE;Norte
SWWX;Posto de Proteção Ambiental São Joaquim;Barão de Melgaço;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWIL;Fazenda Tarumã;Pedra Preta;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSHX;Fazenda Jatobá;Paranhos;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSAC;Fazenda Nova Jerusalém;Sorriso;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDRM;Olomai;Amajari;Roraima;Privado;14;FALSE;Norte
SSLK;Fazenda Três Lagoas;Itapecerica;Minas Gerais;Privado;31;FALSE;Sudeste
SSWU;SEMENTES UMBU;São Luiz Gonzaga;Rio Grande do Sul;Privado;43;FALSE;Sul
SDIX;MGX Florestal;Ninheira;Minas Gerais;Privado;31;FALSE;Sudeste
SJNM;Fazenda Santa Luzia;Nova Mutum;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIJR;Ely Rego;Balsa Nova;Paraná;Privado;41;FALSE;Sul
SIQV;Fazenda Matão;Sapezal;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWLH;Fazenda Nova Holanda;Balsas;Maranhão;Privado;21;FALSE;Nordeste
SJTW;Arenhart Aviação Agrícola;Uruguaiana;Rio Grande do Sul;Privado;43;FALSE;Sul
SWXU;E-AR;Brasília;Distrito Federal;Privado;53;FALSE;Centro Oeste
SWXF;Fazenda Triflora;São Desidério;Bahia;Privado;29;FALSE;Nordeste
SIEN;Fazenda Santa Eulina;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWKB;Fazenda Baía do Lara;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWFW;Fazenda Terra Way - VII;Tabaporã;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJKJ;Fazenda Siriema;Campos de Júlio;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSWA;Fazenda Alvorada I;São José do Xingu;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNUE;Aero Sepé Aviação Agrícola;São Sepé;Rio Grande do Sul;Privado;43;FALSE;Sul
SNWQ;Fazenda Santa Cecília;Jari;Rio Grande do Sul;Privado;43;FALSE;Sul
SDQN;FAZENDA PALMARES 2;Barreiras;Bahia;Privado;29;FALSE;Nordeste
SJLX;Mutum;;;Privado;;FALSE;#N/D
SJIU;Fazenda Caregi;Ipiranga do Norte;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWPS;Fazenda Das Perobas;Prudente de Morais;Minas Gerais;Privado;31;FALSE;Sudeste
SSLP;Fazenda Lucero Porã;Porto Murtinho;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWHS;Fazenda São João;Maurilândia;Goiás;Privado;52;FALSE;Centro Oeste
SISV;Fazenda Promissão;Diamantino;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDSV;Santa Cândida;Guariba;São Paulo;Privado;35;FALSE;Sudeste
SIMG;Fazenda Seis Palmas;Porto Murtinho;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWMY;Clube de Voo Mãe Irene;Altamira;Pará;Privado;15;FALSE;Norte
SDQL;Fazenda Cerro Azul;Nioaque;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWVJ;Fazenda São Judas Tadeu;Comodoro;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWIW;Fazenda Pirapitinga;Cocalzinho de Goiás;Goiás;Privado;52;FALSE;Centro Oeste
SJFA;Franor;São Desidério;Bahia;Privado;29;FALSE;Nordeste
SSTF;Fazenda Santa Fé;Santana do Araguaia;Pará;Privado;15;FALSE;Norte
SJTJ;Fazenda Jatobá;Diamantino;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDMM;Lago Verde;Pacaraima;Roraima;Privado;14;FALSE;Norte
SDXW;Fazenda Sombra da Serra;Rio Verde de Mato Grosso;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIOA;Fazenda Primavera;Canavieiras;Bahia;Privado;29;FALSE;Nordeste
SBQE;Fazenda Tradição;Ribeiro Gonçalves;Piauí;Privado;22;FALSE;Nordeste
SNZZ;Muzzi;Coruripe;Alagoas;Privado;27;FALSE;Nordeste
SWIS;Caiapó;Caseara;Tocantins;Privado;17;FALSE;Norte
SNAV;Agrovale;Juazeiro;Bahia;Privado;29;FALSE;Nordeste
SDKE;Valença do Piauí;Valença do Piauí;Piauí;Privado;22;FALSE;Nordeste
SJZQ;Fazenda Bom Retiro;Itaqui;Rio Grande do Sul;Privado;43;FALSE;Sul
SSNT;Fazenda Jacarezinho Nova Terra;Cotegipe;Bahia;Privado;29;FALSE;Nordeste
SSBZ;Umberto Modiano;Armação dos Búzios;Rio de Janeiro;Privado;33;FALSE;Sudeste
SWPP;Fazenda Pica-Pau;Mozarlândia;Goiás;Privado;52;FALSE;Centro Oeste
SWHY;Fazenda Irerê;Maracaju;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSZA;Fazenda Angra dos Reis;Boa Vista;Roraima;Privado;14;FALSE;Norte
SSBB;Fazenda Balada;João Pinheiro;Minas Gerais;Privado;31;FALSE;Sudeste
SDSL;Fazenda Bang Bang;São José do Xingu;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIFV;Primo Bitti;Aracruz;Espírito Santo;Privado;32;FALSE;Sudeste
SWQU;Fazenda Guaporé;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSIY;Fazenda Três Irmãos;Novo Progresso;Pará;Privado;15;FALSE;Norte
SIUL;KL Aviação Agrícola;Camaquã;Rio Grande do Sul;Privado;43;FALSE;Sul
SJJC;Fazenda Cachoeira;Ponta Porã;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIPP;Fazenda Musa do Norte;Francisco Sá;Minas Gerais;Privado;31;FALSE;Sudeste
SSWO;Fazenda Santa Paula;Comodoro;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNPL;Fazenda Pacuruxu;Santa Mercedes;São Paulo;Privado;35;FALSE;Sudeste
SWZR;Fazenda Ponto de Apoio;Água Clara;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDED;Scoda Aeronáutica;Ipeúna;São Paulo;Privado;35;FALSE;Sudeste
SNYZ;Fazenda Rio 18;Cumaru do Norte;Pará;Privado;15;FALSE;Norte
SNJA;Capivari;Capivari do Sul;Rio Grande do Sul;Privado;43;FALSE;Sul
SSQZ;Mimoso do Oeste;Luís Eduardo Magalhães;Bahia;Privado;29;FALSE;Nordeste
SSXN;Aéreo Amazônia;Altamira;Pará;Privado;15;FALSE;Norte
SWYL;Fazenda Carrapato;Itapipoca;Ceará;Privado;23;FALSE;Nordeste
SWSX;Xinguara;Xinguara;Pará;Privado;15;FALSE;Norte
SNWG;Fazenda Iporã;Itaquiraí;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SINC;Campo Nuic;Bom Jardim da Serra;Santa Catarina;Privado;42;FALSE;Sul
SNWO;Fazenda Vera Cruz;Amambai;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSIA;Fazenda Ipê;Baixa Grande do Ribeiro;Piauí;Privado;22;FALSE;Nordeste
SSHD;Chico Ledur;Alegrete;Rio Grande do Sul;Privado;43;FALSE;Sul
SWLQ;Fazenda Mata Velha;Manicoré;Amazonas;Privado;13;FALSE;Norte
SSVO;Usina de Monções;Monções;São Paulo;Privado;35;FALSE;Sudeste
SNMS;Acácio Favacho;Pracuúba;Amapá;Privado;16;FALSE;Norte
SJFB;Fazenda Bacuri;Riachão;Maranhão;Privado;21;FALSE;Nordeste
SJLZ;Coperjava;Formoso do Araguaia;Tocantins;Privado;17;FALSE;Norte
SSTD;Stracci;São Desidério;Bahia;Privado;29;FALSE;Nordeste
SWAM;Fazenda Agropecuária Gomes;Taquarituba;São Paulo;Privado;35;FALSE;Sudeste
SDJQ;Fazenda São Joaquim O.B.;Pereira Barreto;São Paulo;Privado;35;FALSE;Sudeste
SBOX;FAZENDA BAIA MORENA;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIKS;Fazenda Vale do Juruena;Nova Bandeirantes;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSZH;Fazenda Corrientes;Tacuru;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWOM;Fazenda Marialva;Naviraí;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJQL;Águas Claras Aviação Agrícola ;Santa Juliana;Minas Gerais;Privado;31;FALSE;Sudeste
SNHU;Fazenda Bola Sete ;Itinga do Maranhão;Maranhão;Privado;21;FALSE;Nordeste
SDQH;Fazenda Santa Clara;Castanheira;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIZU;Agrochapada;Paranatinga;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIJM;Fazenda Tupancy;Sapezal;Mato Grosso;Privado;51;FALSE;Centro Oeste
SBQN;Fazenda Nossa Senhora Aparecida II;Porto Estrela;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNMF;Agropastoril Monte Alegre;Monte Belo;Minas Gerais;Privado;31;FALSE;Sudeste
SSHP;Fazenda Paiol do Piquiri;Goioxim;Paraná;Privado;41;FALSE;Sul
SWBW;Fazenda Água Nascente;Sonora;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDOR;Fazenda Mosquito;Orlândia;São Paulo;Privado;35;FALSE;Sudeste
SSKC;Fazenda Cristiani;Barra do Bugres;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNWU;Fazenda Ponte Quihá;Aral Moreira;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJUO;Fazenda Juscelândia;Jussara;Goiás;Privado;52;FALSE;Centro Oeste
SNPI;De Piatã;Piatã;Bahia;Privado;29;FALSE;Nordeste
SIPB;CAVU - Clube de Aviação Desportiva;Raposa;Maranhão;Privado;21;FALSE;Nordeste
SJTT;GRUPO ROTTA;Sapezal;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJWW;Fazenda Cachoeira Preta;Água Clara;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWMN;Santa Mônica;Natividade;Tocantins;Privado;17;FALSE;Norte
SWZV;Fazenda Rodoserv III;Bela Vista;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWQG;Fazenda Sossego;Maracaju;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIVD;Agropecuária Santa Rita;Rio Verde de Mato Grosso;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNCB;Castanhal;Prainha;Pará;Privado;15;FALSE;Norte
SICQ;Fazenda Luar;Cuiabá;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDCE;Fazenda Boa Sorte;Aliança do Tocantins;Tocantins;Privado;17;FALSE;Norte
SJKK;Sérgio Bonifácio;Ivaiporã;Paraná;Privado;41;FALSE;Sul
SSLA;Fazenda Alves;Sorriso;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSYY;Fazenda Fundãozinho;Costa Rica;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNNL;Fazenda Locks;Nova Maringá;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJOH;Destilaria Veredas;João Pinheiro;Minas Gerais;Privado;31;FALSE;Sudeste
SSWK;Fazenda Cuelhambi;Angélica;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDUE;Fazenda Thália;Balsa Nova;Paraná;Privado;41;FALSE;Sul
SJDG;Jorge de Barros Carvalho;Salto Grande;São Paulo;Privado;35;FALSE;Sudeste
SNSA;Hilário Grandi;Unaí;Minas Gerais;Privado;31;FALSE;Sudeste
SSYV;Fazenda Indaiá;Chapadão do Sul;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWVN;Clube de Voo Fazenda Novo Horizonte;Itu;São Paulo;Privado;35;FALSE;Sudeste
SSYZ;Fazenda Cedro;Aral Moreira;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIOC;Santo Expedito;Nova Independência;São Paulo;Privado;35;FALSE;Sudeste
SNGS;Aeroclube de Alagoas;Maceió;Alagoas;Privado;27;FALSE;Nordeste
