code;name;city;state;type;uf_code;capital;region
SIWO;Fazenda Juliana;Chupinguaia;Rondônia;Privado;11;FALSE;Norte
SIJL;São João da Barra;São João da Barra;Rio de Janeiro;Privado;33;FALSE;Sudeste
SWBK;Fazenda Paladino;São Desidério;Bahia;Privado;29;FALSE;Nordeste
SWJX;Fazenda Eldorado;Gaúcha do Norte;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJMM;Pipi;Uiramutã;Roraima;Privado;14;FALSE;Norte
SJBU;Fazenda Alto Jaborandir;Jaborandi;Bahia;Privado;29;FALSE;Nordeste
SDSD;Samã I;Pacaraima;Roraima;Privado;14;FALSE;Norte
SIGY;Fazenda Guadiana;Martinópolis;São Paulo;Privado;35;FALSE;Sudeste
SBOG;Fazenda Vereda Grande;Vitória da Conquista;Bahia;Privado;29;FALSE;Nordeste
SWFG;Fazenda Guanabara;Nova Alvorada do Sul;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWSN;Fazenda São Valentim;Pontes e Lacerda;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDDE;Fazenda Dois Irmãos;Manicoré;Amazonas;Privado;13;FALSE;Norte
SSNF;Fazenda Naisa;Colômbia;São Paulo;Privado;35;FALSE;Sudeste
SJMT;São Miguel Cachoeirinha;Pacaraima;Roraima;Privado;14;FALSE;Norte
SNVP;Fazenda Paraíso;Várzea da Palma;Minas Gerais;Privado;31;FALSE;Sudeste
SIVO;Fazenda Malu;Bom Jesus do Araguaia;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIGT;Fazenda Goiabeira;Itaberá;São Paulo;Privado;35;FALSE;Sudeste
SWSC;Fazenda São Carlos;Paraíso das Águas;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNCQ;Dal Molin;Santa Izabel do Oeste;Paraná;Privado;41;FALSE;Sul
SSHE;Fazenda Nova Guaporé;Comodoro;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSEX;Estância Caiman;Miranda;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSDQ;Fazenda Marema;Miranda;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWCJ;Fazenda Campo Alegre;Palmeira do Piauí;Piauí;Privado;22;FALSE;Nordeste
SWML;Fazenda Nova Santa Rita;Itaituba;Pará;Privado;15;FALSE;Norte
SNUX;Fazenda Santo Antônio;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIXF;Fazenda Lageado;Três Lagoas;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SINZ;Xanadu;Fernandes Pinheiro;Paraná;Privado;41;FALSE;Sul
SNYO;Fazenda Rio Preto;Guararapes;São Paulo;Privado;35;FALSE;Sudeste
SSZG;Fazenda São João;Paraíso das Águas;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDKL;Caracaranã;Normandia;Roraima;Privado;14;FALSE;Norte
SWDS;Condomínio Aéreo Santos Dumont;Ji-Paraná;Rondônia;Privado;11;FALSE;Norte
SIRN;Fazenda Jaó;Nova Xavantina;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJVB;Bugio;Pedrinhas Paulista;São Paulo;Privado;35;FALSE;Sudeste
SWQC;Fazenda São Francisco;Rio Verde;Goiás;Privado;52;FALSE;Centro Oeste
SNUJ;Fazenda São Francisco;Indiavaí;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWMO;Fazenda Mirandópolis;Juscimeira;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWFI;Fazenda Santa Paula;Cáceres;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJEQ;Fazenda Cristal;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSPC;Fazenda Santa Júlia;Cocalinho;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSTU;Fazenda Tujuri;Eldorado;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIOI;Fazenda Onça Parda;Novo Horizonte do Sul;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWUX;Fazenda 4 Amigos;Abreulândia;Tocantins;Privado;17;FALSE;Norte
SWFL;Fazenda Peixe Bravo;Santa Terezinha;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNIS;Fazenda Rio Largo;Caxias;Maranhão;Privado;21;FALSE;Nordeste
SITV;Fazenda Serra Dourada;Coxim;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJVU;Maicom Manica;Unaí;Minas Gerais;Privado;31;FALSE;Sudeste
SJJL;Fazenda Campo Aberto;Barreiras;Bahia;Privado;29;FALSE;Nordeste
SSCU;Fazenda Santa Marina;Santa Maria das Barreiras;Pará;Privado;15;FALSE;Norte
SSDW;Fazenda Potrich;Sorriso;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNZV;Fazenda Jamaica;Ulianópolis;Pará;Privado;15;FALSE;Norte
SNQW;Cururu;Jacareacanga;Pará;Privado;15;FALSE;Norte
SWCF;Fazenda Califórnia;São Félix do Xingu;Pará;Privado;15;FALSE;Norte
SJVF;Fazenda Várzea Funda;Cáceres;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJJF;Pousada do Rio Roosevelt;Novo Aripuanã;Amazonas;Privado;13;FALSE;Norte
SIFJ;Fazenda Bom Jesus;Pedra Preta;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSQO;Fazenda Sequóia;Angelândia;Minas Gerais;Privado;31;FALSE;Sudeste
SWVK;Fazenda Vale do Rio Celeste;Nova Ubiratã;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWYC;Fazenda Rancho Alegre I;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIAO;Fazenda Araras;Corguinho;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDRV;Tenoar;Chapadão do Sul;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDFZ;Fazenda Santana;Riachão das Neves;Bahia;Privado;29;FALSE;Nordeste
SDOQ;Fazenda Campo Claro;Ribeirão Cascalheira;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDCJ;Fazenda São Domingos;Alto Araguaia;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSWN;Fazenda Cayman;São Félix do Araguaia;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIUG;Fazenda Santa Irene;Sandovalina;São Paulo;Privado;35;FALSE;Sudeste
SISX;Santa Terezinha;Aquidauana;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDHK;Fazenda Tulipa;Campinorte;Goiás;Privado;52;FALSE;Centro Oeste
SJSB;Fazenda São Bento do Nabileque;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJLA;Flechal;Uiramutã;Roraima;Privado;14;FALSE;Norte
SJXS;Veracel;Belmonte;Bahia;Privado;29;FALSE;Nordeste
SSTY;Fazenda Tosana;Cabo Frio;Rio de Janeiro;Privado;33;FALSE;Sudeste
SBQD;Fazenda Vaca Branca;Alta Floresta;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIIC;Celeiro 1;Jaborandi;Bahia;Privado;29;FALSE;Nordeste
SSYR;José Mendes Ribeiro;São João dos Patos;Maranhão;Privado;21;FALSE;Nordeste
SNIW;Fazenda Carmelo;Maracaju;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDZK;Waphuta;Alto Alegre;Roraima;Privado;14;FALSE;Norte
SINA;Asas do Ar;Brasília;Distrito Federal;Privado;53;FALSE;Centro Oeste
SNXA;Brigadeiro Sampaio;Tamboril;Ceará;Privado;23;FALSE;Nordeste
SWFC;Fazenda Cedro;Lucas do Rio Verde;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNWJ;Fazenda Rancho Grande;Indiavaí;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWFQ;Fazenda Alvorada;Porto Nacional;Tocantins;Privado;17;FALSE;Norte
SSBY;Orlando Chesini Ometto;Miranda;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDDI;Fazenda Tamara;Salmourão;São Paulo;Privado;35;FALSE;Sudeste
SSVR;Adão Veríssimo;Itinga do Maranhão;Maranhão;Privado;21;FALSE;Nordeste
SIFC;Coroa do Avião;Igarassu;Pernambuco;Privado;26;FALSE;Nordeste
SJMR;Maragogipe;Iguatemi;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWWZ;Fazenda WSA;General Carneiro;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSQG;Fazenda Bom Gosto ;Rondon do Pará;Pará;Privado;15;FALSE;Norte
SDOB;Fazenda São José O.B.;Tapiratiba;São Paulo;Privado;35;FALSE;Sudeste
SDSG;Ipiranga;Alto Taquari;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWCD;Colider;Colíder;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIHB;Fazenda Soberana;Grajaú;Maranhão;Privado;21;FALSE;Nordeste
SSVX;Valeu Boi Leilões;Rio Maria;Pará;Privado;15;FALSE;Norte
SJPV;Reserva Pituba;Coruripe;Alagoas;Privado;27;FALSE;Nordeste
SDDD;Fazenda São Francisco;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWAE;Uaicas;Alto Alegre;Roraima;Privado;14;FALSE;Norte
SIDR;Retiro Piúva;Miranda;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDUF;Fazenda Touro Peru;Porto Murtinho;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWVS;Baía do Padre;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJIR;Engenheiro Joaquim Martins;Iramaia;Bahia;Privado;29;FALSE;Nordeste
SDHX;D'Tapes;Tapes;Rio Grande do Sul;Privado;43;FALSE;Sul
SNYY;Sítio São Luiz;Boa Esperança;Paraná;Privado;41;FALSE;Sul
SWRW;Fazenda Santa Alice;Mirassol d'Oeste;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNMD;Mundico Coelho;Itaituba;Pará;Privado;15;FALSE;Norte
SWOZ;Fazenda Santo Antônio;Campo Verde;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJNG;Xidea;Alto Alegre;Roraima;Privado;14;FALSE;Norte
SITI;Fazenda Baluarte;Lagoa dos Patos;Minas Gerais;Privado;31;FALSE;Sudeste
SJRU;Fazenda Terra Roxa;Santa Maria das Barreiras;Pará;Privado;15;FALSE;Norte
SIBK;Aeroclube de Bagé;Bagé;Rio Grande do Sul;Privado;43;FALSE;Sul
SJCP;Fazenda São Roberto;Paraúna;Goiás;Privado;52;FALSE;Centro Oeste
SWJA;FAZENDA AERO-AMIL;Itajaí;Santa Catarina;Privado;42;FALSE;Sul
SJCS;Fazenda Santa Carmem;Porto Velho;Rondônia;Privado;11;FALSE;Norte
SWGL;AAGV - Associação Aerodesportiva de Getulio Vargas;Getúlio Vargas;Rio Grande do Sul;Privado;43;FALSE;Sul
SWGP;Nilton Perillo de Oliveira/ Palmeiras de Goiás;Palmeiras de Goiás;Goiás;Privado;52;FALSE;Centro Oeste
SSPE;Essência Retiro do Rio Cuiabá;Nobres;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNXS;Agropecuária Lazarotto;Tapurah;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJAQ;Fazenda Renascença;Uruana de Minas;Minas Gerais;Privado;31;FALSE;Sudeste
SNSH;São José;Santarém;Pará;Privado;15;FALSE;Norte
SNPT;Fazenda Paraíso;Conceição das Alagoas;Minas Gerais;Privado;31;FALSE;Sudeste
SNOJ;Fazenda Paz;Formosa do Rio Preto;Bahia;Privado;29;FALSE;Nordeste
SNWX;Fazenda Vista Alegre;Campo Grande;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJGY;Fazenda Barriguda;São Domingos;Goiás;Privado;52;FALSE;Centro Oeste
SIWX;Fazenda Comil;Sapezal;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIWD;Pequena Holanda I;Alto Parnaíba;Maranhão;Privado;21;FALSE;Nordeste
SSBM;Fazenda Lageado;Dois Irmãos do Buriti;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIWT;Fazenda Santa Terezinha I;Santa Terezinha;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSBU;Fazenda Baguaçu - Miragem;Porto Murtinho;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDOA;Fazenda Lagoa da Floresta;Barra do Corda;Maranhão;Privado;21;FALSE;Nordeste
SWEP;Estância Punta Del Este;Sertaneja;Paraná;Privado;41;FALSE;Sul
SIKW;Fazenda Vista Linda ;Mucuri;Bahia;Privado;29;FALSE;Nordeste
SIRI;Barra Grande;Maraú;Bahia;Privado;29;FALSE;Nordeste
SJQD;Grupo Shimohira;Formosa do Rio Preto;Bahia;Privado;29;FALSE;Nordeste
SWLM;Fazenda Mustang II;Candeias do Jamari;Rondônia;Privado;11;FALSE;Norte
SJTH;Fazenda Pôr do Sol;Cristalina;Goiás;Privado;52;FALSE;Centro Oeste
SNAY;Fazenda São João;Pontes e Lacerda;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWJH;Sementes Beé;Tapejara;Rio Grande do Sul;Privado;43;FALSE;Sul
SWXO;Fazenda Porto Seguro;São Félix do Xingu;Pará;Privado;15;FALSE;Norte
SWDB;Fazenda Barro Preto;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSME;Fazenda Ipiranga;Anastácio;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJBF;Fazenda Santa Bárbara;Manga;Minas Gerais;Privado;31;FALSE;Sudeste
SDBI;Fazenda Piray;Sete Quedas;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJRP;Grupo Pronorte;Marcelândia;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDES;Estância Colorado;Sales Oliveira;São Paulo;Privado;35;FALSE;Sudeste
SNBJ;Fazenda São Gotardo;Brasnorte;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJOJ;Simasa;Açailândia;Maranhão;Privado;21;FALSE;Nordeste
SBOY;Fazenda São José;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSXC;Fazenda Laguna Porã;Porto Murtinho;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIBV;Fazenda Bela Vista;Nova Alvorada do Sul;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SISW;Fazenda Mato Grosso;Campos de Júlio;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSKF;Fazenda Santa Fé;Iranduba;Amazonas;Privado;13;FALSE;Norte
SDFC;Fazenda Constância;Altair;São Paulo;Privado;35;FALSE;Sudeste
SJLS;Marupá;Bonfim;Roraima;Privado;14;FALSE;Norte
SJQJ;Fazenda Fortaleza;Jaborandi;São Paulo;Privado;35;FALSE;Sudeste
SIKJ;Fazenda JK;Comodoro;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIQF;Fazenda Palmital;Morro Agudo;São Paulo;Privado;35;FALSE;Sudeste
SJBH;Fazenda Canaã;Canarana;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDZW;Jonis Pereco;Buritizeiro;Minas Gerais;Privado;31;FALSE;Sudeste
SNXE;Aero Z Ferrus;Ferreira Gomes;Amapá;Privado;16;FALSE;Norte
SWOS;Fazenda Santa Márcia;Caiapônia;Goiás;Privado;52;FALSE;Centro Oeste
SJFL;Fazenda Campo Formoso;Sandolândia;Tocantins;Privado;17;FALSE;Norte
SIYN;Recanto dos Mouras;Afogados da Ingazeira;Pernambuco;Privado;26;FALSE;Nordeste
SDZO;Waromada;Uiramutã;Roraima;Privado;14;FALSE;Norte
SNAD;Fazenda Águia Branca;Centro Novo do Maranhão;Maranhão;Privado;21;FALSE;Nordeste
SBOM;Fazenda Santa Maria;Lambari D'Oeste;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNZE;Fazenda Santa Zélia;Itaqui;Rio Grande do Sul;Privado;43;FALSE;Sul
SJJO;João de Oliveira Bueno;Monte Alegre de Goiás;Goiás;Privado;52;FALSE;Centro Oeste
SNUV;Rancho Bela Vista;São José do Rio Claro;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJGZ;Fazenda Araçatuba;Anaurilândia;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJRO;Fazenda Santa Elisa;Auriflama;São Paulo;Privado;35;FALSE;Sudeste
SNSY;Fazenda São José;Anastácio;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SISZ;Fazenda São José;Couto Magalhães;Tocantins;Privado;17;FALSE;Norte
SWMA;Fazenda Córrego do Mato;Figueirão;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJGJ;Sítio São Jorge;Itapeva;São Paulo;Privado;35;FALSE;Sudeste
SSCJ;Fazenda Celeiro;Rio Brilhante;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWCU;Fazenda Curuá;Altamira;Pará;Privado;15;FALSE;Norte
SSXF;Fátima do Sul;Fátima do Sul;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDIC;Fazenda Capão Seco;Formiga;Minas Gerais;Privado;31;FALSE;Sudeste
SNON;André Textor;Montividiu;Goiás;Privado;52;FALSE;Centro Oeste
SJTM;Santa Cecília;Mirandópolis;São Paulo;Privado;35;FALSE;Sudeste
SWZA;Agrosan;Juara;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNCL;Lorenzo;Cairu;Bahia;Privado;29;FALSE;Nordeste
SWYX;Horizonte Azul;Gaúcha do Norte;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDZH;Fazenda Santa Helena;Pindamonhangaba;São Paulo;Privado;35;FALSE;Sudeste
SDRA;Fazenda das Represas;São Miguel Arcanjo;São Paulo;Privado;35;FALSE;Sudeste
SJTR;Fazenda Timbaúba I;Aurora do Tocantins;Tocantins;Privado;17;FALSE;Norte
SJHX;Fazenda Ouro Verde;Unaí;Minas Gerais;Privado;31;FALSE;Sudeste
SNNQ;Fazenda Mina de Ouro;Paranatinga;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNOG;Ceará Mirim;Ceará-Mirim;Rio Grande do Norte;Privado;24;FALSE;Nordeste
SNEZ;Fazenda Palmeira do Capim;Novo Brasil;Goiás;Privado;52;FALSE;Centro Oeste
SJUB;Fazenda Rio Azul;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWBT;Fazenda Tupi;Nova Andradina;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNFG;Pista Fogoió;Itaituba;Pará;Privado;15;FALSE;Norte
SJDM;Fazenda Jarinã;Peixoto de Azevedo;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWIX;JPO;Sorriso;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWJB;Fazenda Jubá;Barra do Bugres;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNOK;Fazenda Chão de Estrelas;Aurora do Pará;Pará;Privado;15;FALSE;Norte
SJSN;Fazenda Carvalho;São Luiz do Norte;Goiás;Privado;52;FALSE;Centro Oeste
SSTA;Fazenda Santa Cecília II;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSFH;Vale dos Dinossauros;Uberaba;Minas Gerais;Privado;31;FALSE;Sudeste
SSQU;Fazenda Alegrete - Retiro Carandá;Aquidauana;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNEL;Fazenda Joá;Caarapó;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIYX;Fazenda Tereré;Porto Murtinho;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWKF;Fazenda Furnas do Sararé;Pontes e Lacerda;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDNY;Fazenda Ponte Serrada;Campo Novo do Parecis;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWRS;Fazenda Santa Mônica;Rondonópolis;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWTG;Fazenda Santa Marina;Santo Antônio do Aracanguá;São Paulo;Privado;35;FALSE;Sudeste
SJKZ;Estevão;Uiramutã;Roraima;Privado;14;FALSE;Norte
SNYL;Fazenda Morro Alto;Nova Canaã do Norte;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSDX;Fazenda da Coxilha;Camaquã;Rio Grande do Sul;Privado;43;FALSE;Sul
SWBV;Auaris;Amajari;Roraima;Privado;14;FALSE;Norte
SJPI;Porto Bonito;Itaquiraí;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDAR;Fazenda Agrovera;Porto dos Gaúchos;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDLZ;Campo Verde;Campo Verde;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDKC;Fazenda São Lucas;Gália;São Paulo;Privado;35;FALSE;Sudeste
SDAF;Fazenda Palmeiras;Analândia;São Paulo;Privado;35;FALSE;Sudeste
SINS;Fazenda Grupo Nissey;Cáceres;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWZO;Fazenda Lagoa Funda;Campo Verde;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJDU;Nossa Senhora do Loreto;Uruguaiana;Rio Grande do Sul;Privado;43;FALSE;Sul
SJNK;Fazenda Três Perobas;Santa Luzia D'Oeste;Rondônia;Privado;11;FALSE;Norte
SJZN;Fazenda Cima;Sapezal;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDAN;Fazenda Santo Ângelo;Brotas;São Paulo;Privado;35;FALSE;Sudeste
SNOP;Vale da Providência;Rondolândia;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNRH;João Fonseca;Envira;Amazonas;Privado;13;FALSE;Norte
SWXD;Joatão do Colorado;São Félix do Araguaia;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJQO;Fazenda Confiança;Baixa Grande do Ribeiro;Piauí;Privado;22;FALSE;Nordeste
SWSV;Fazenda Santa Silvia;Cocalinho;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSAT;Vazante;Vazante;Minas Gerais;Privado;31;FALSE;Sudeste
SSXV;Fazenda Santa Rita;Naviraí;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJKE;Pista Aldeia Kedjêrêkrã;São Félix do Xingu;Pará;Privado;15;FALSE;Norte
SSRC;Fazenda Santa Inês;Rio Brilhante;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJLL;Maturuca;Uiramutã;Roraima;Privado;14;FALSE;Norte
SNQF;Fazenda Paraíso;Inocência;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJUC;Fazenda Santa Cruz;Padre Bernardo;Goiás;Privado;52;FALSE;Centro Oeste
SSFO;Fazenda Novo Horizonte;Miranda;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSQM;Malibu do Parecis;Brasnorte;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNGH;Fazenda Esparrame;Figueirão;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWQX;Fazenda Cachoeira;Água Clara;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJLT;Milho;Boa Vista;Roraima;Privado;14;FALSE;Norte
SWIP;Fazenda Três Rios;Unaí;Minas Gerais;Privado;31;FALSE;Sudeste
SIQG;Fazenda Guanandy;Ponta Porã;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDLV;Fazenda São Francisco;Florestópolis;Paraná;Privado;41;FALSE;Sul
SWZG;Fazenda Lagoa Encantada;Porto Esperidião;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWWH;Fazenda Marca Salto;Angélica;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDFT;Virgolino de Oliveira;Itapira;São Paulo;Privado;35;FALSE;Sudeste
SJEG;Estância Esmeralda;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIEQ;Fazenda Tauá;Nova Mutum;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNLK;Skydive Litoral;Saquarema;Rio de Janeiro;Privado;33;FALSE;Sudeste
SNGY;Salles;Castanhal;Pará;Privado;15;FALSE;Norte
SWAO;Anamoim;São Gabriel da Cachoeira;Amazonas;Privado;13;FALSE;Norte
SSNJ;Fazenda Primavera;Aquidauana;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJCF;SÍTIO FLYER;Palmas;Tocantins;Privado;17;FALSE;Norte
SJMP;Santa Liberdade;Uiramutã;Roraima;Privado;14;FALSE;Norte
SJDF;Fazenda Futura;Brasilândia de Minas;Minas Gerais;Privado;31;FALSE;Sudeste
SJCN;Fazenda Jacuba;Mineiros;Goiás;Privado;52;FALSE;Centro Oeste
SWXS;Fazenda Poças;Santo Antônio do Leverger;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSSV;Fazenda Palmitos;Nova Ubiratã;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSFQ;Fazenda Canoa Quebrada;Grajaú;Maranhão;Privado;21;FALSE;Nordeste
SSJR;Fazenda São Roque;Sorriso;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSTW;Quissamã;Quissamã;Rio de Janeiro;Privado;33;FALSE;Sudeste
SWRU;Grupo Rotta;Novo Progresso;Pará;Privado;15;FALSE;Norte
SDOL;Fazenda Agropesp;Tapurah;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSWV;Fazenda Vista Alegre;São Félix do Xingu;Pará;Privado;15;FALSE;Norte
SIPG;Fazenda Água Preta;Cocalinho;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNGT;Gentio do Ouro;Gentio do Ouro;Bahia;Privado;29;FALSE;Nordeste
SDKA;Angical;Normandia;Roraima;Privado;14;FALSE;Norte
SIFS;Fazenda dos Sonhos;Anastácio;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJFV;Fazenda Gaia;Monte Alegre de Minas;Minas Gerais;Privado;31;FALSE;Sudeste
SSJS;Autos do Sangue;Brasnorte;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWPA;Fazenda Futura;Nova Ubiratã;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJXG;Fazenda Agrovás;São Félix do Araguaia;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDNS;Fazenda Furnas;Chapada dos Guimarães;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJEL;Fazenda Santa Helena;Cornélio Procópio;Paraná;Privado;41;FALSE;Sul
SIRH;Fazenda Morada da Lua;Coxim;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNWL;Fazenda Santarém;Bandeirantes;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWLX;Fazenda Analice;Jauru;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJDY;Fazenda da Barra;Figueirão;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWAL;Fazenda Santa Albana;Itapetininga;São Paulo;Privado;35;FALSE;Sudeste
SJRJ;Fazenda Jacaré;Campo Grande;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWJP;Vila Bittencourt;Japurá;Amazonas;Privado;13;FALSE;Norte
SNNX;Cabanha Umbú;Barra do Quaraí;Rio Grande do Sul;Privado;43;FALSE;Sul
SJEF;Fazenda Costa Rica;Aquidauana;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDPZ;Sossego;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDUA;Vale do Curuá;Novo Progresso;Pará;Privado;15;FALSE;Norte
SNMV;Fazenda Flávia;Alcinópolis;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
